ts,heatpump_cop_gs,heatpump_cop_as,pv_availability_factor,wind_availability_factor
833,5.08,2.88,0,0.212
834,5.13,2.89,0,0.204
835,5.13,2.89,0,0.182
836,5.13,2.89,0,0.155
837,5.13,2.89,0,0.128
838,5.12,2.89,0,0.101
839,5.12,2.89,0,0.093
840,5.14,2.89,0,0.084
841,5.14,2.9,0,0.066
842,5.14,2.9,0,0.039
843,5.15,2.9,0,0.017
844,5.15,2.9,0,0.007
845,5.15,2.9,0,0.011
846,5.04,2.86,0,0.03
847,5.04,2.86,0.049,0.048
848,5.04,2.86,0.279,0.03
849,5.04,2.86,0.521,0.013
850,5.04,2.86,0.632,0.01
851,5.04,2.86,0.683,0.021
852,5.31,2.96,0.674,0.043
853,5.31,2.96,0.604,0.065
854,5.31,2.96,0.468,0.086
855,5.31,2.96,0.258,0.107
856,5.32,2.96,0.036,0.132
857,5.32,2.96,0,0.183
858,5.02,2.86,0,0.273
859,5.02,2.86,0,0.361
860,5.02,2.86,0,0.42
861,5.02,2.86,0,0.434
862,5.02,2.85,0,0.431
863,5.02,2.85,0,0.437
864,4.86,2.8,0,0.43
865,4.86,2.8,0,0.419
866,4.86,2.8,0,0.407
867,4.86,2.8,0,0.393
868,4.86,2.8,0,0.372
869,4.86,2.8,0,0.36
870,4.74,2.75,0,0.364
871,4.74,2.75,0.072,0.347
872,4.74,2.75,0.281,0.272
873,4.74,2.75,0.45,0.199
874,4.74,2.75,0.583,0.141
875,4.74,2.75,0.686,0.113
876,4.92,2.82,0.694,0.106
877,4.92,2.82,0.625,0.108
878,4.92,2.82,0.492,0.101
879,4.92,2.82,0.284,0.084
880,4.92,2.82,0.045,0.072
881,4.92,2.82,0,0.057
882,4.65,2.71,0,0.035
883,4.65,2.71,0,0.014
884,4.65,2.71,0,0.005
885,4.65,2.71,0,0.008
886,4.65,2.71,0,0.017
887,4.65,2.71,0,0.043
888,4.5,2.65,0,0.099
889,4.5,2.65,0,0.167
890,4.5,2.65,0,0.226
891,4.51,2.66,0,0.288
892,4.51,2.66,0,0.353
893,4.51,2.66,0,0.424
894,4.44,2.63,0,0.497
895,4.45,2.63,0.06,0.515
896,4.44,2.63,0.274,0.513
897,4.44,2.63,0.568,0.547
898,4.44,2.63,0.672,0.625
899,4.44,2.63,0.715,0.602
900,4.91,2.8,0.699,0.529
901,4.91,2.8,0.626,0.458
902,4.91,2.8,0.491,0.382
903,4.91,2.8,0.28,0.367
904,4.91,2.8,0.042,0.504
905,4.91,2.8,0,0.592
906,4.61,2.7,0,0.56
907,4.61,2.7,0,0.495
908,4.61,2.7,0,0.42
909,4.61,2.7,0,0.345
910,4.61,2.69,0,0.274
911,4.61,2.69,0,0.219
912,4.39,2.61,0,0.209
913,4.4,2.61,0,0.209
914,4.4,2.61,0,0.209
915,4.4,2.61,0,0.22
916,4.4,2.61,0,0.26
917,4.4,2.61,0,0.303
918,4.3,2.57,0,0.322
919,4.31,2.58,0.004,0.325
920,4.31,2.58,0.044,0.274
921,4.31,2.58,0.141,0.194
922,4.31,2.58,0.366,0.228
923,4.31,2.58,0.563,0.214
924,4.77,2.75,0.629,0.157
925,4.77,2.75,0.566,0.1
926,4.77,2.75,0.44,0.048
927,4.77,2.75,0.244,0.007
928,4.77,2.75,0.037,0.013
929,4.77,2.75,0,0.093
930,4.48,2.64,0,0.245
931,4.48,2.64,0,0.398
932,4.48,2.64,0,0.477
933,4.48,2.64,0,0.492
934,4.47,2.64,0,0.5
935,4.47,2.64,0,0.525
936,4.31,2.57,0,0.561
937,4.31,2.58,0,0.578
938,4.31,2.58,0,0.574
939,4.31,2.58,0,0.574
940,4.31,2.58,0,0.531
941,4.31,2.58,0,0.463
942,4.27,2.56,0,0.407
943,4.27,2.56,0.015,0.389
944,4.27,2.56,0.125,0.294
945,4.28,2.56,0.409,0.274
946,4.28,2.56,0.599,0.233
947,4.28,2.56,0.62,0.148
948,4.57,2.68,0.522,0.124
949,4.57,2.68,0.403,0.14
950,4.57,2.68,0.361,0.137
951,4.57,2.68,0.18,0.179
952,4.57,2.68,0.017,0.221
953,4.57,2.68,0,0.279
954,4.38,2.6,0,0.374
955,4.38,2.6,0,0.462
956,4.38,2.6,0,0.519
957,4.37,2.6,0,0.547
958,4.37,2.6,0,0.535
959,4.37,2.6,0,0.479
960,4.25,2.54,0,0.393
961,4.26,2.54,0,0.323
962,4.26,2.54,0,0.278
963,4.26,2.54,0,0.268
964,4.27,2.55,0,0.294
965,4.27,2.55,0,0.348
966,4.11,2.48,0,0.431
967,4.11,2.49,0.027,0.496
968,4.12,2.49,0.117,0.435
969,4.12,2.49,0.169,0.422
970,4.12,2.49,0.222,0.523
971,4.12,2.49,0.475,0.679
972,4.44,2.62,0.584,0.757
973,4.44,2.62,0.493,0.787
974,4.44,2.62,0.33,0.762
975,4.44,2.62,0.187,0.791
976,4.44,2.62,0.017,0.831
977,4.44,2.62,0,0.822
978,4.14,2.5,0,0.757
979,4.14,2.5,0,0.638
980,4.14,2.49,0,0.579
981,4.13,2.49,0,0.571
982,4.13,2.49,0,0.662
983,4.12,2.49,0,0.714
984,3.9,2.4,0,0.763
985,3.9,2.4,0,0.741
986,3.9,2.4,0,0.734
987,3.9,2.4,0,0.704
988,3.9,2.4,0,0.686
989,3.91,2.4,0,0.71
990,3.79,2.35,0,0.791
991,3.79,2.36,0.012,0.819
992,3.79,2.36,0.141,0.81
993,3.79,2.36,0.329,0.89
994,3.79,2.36,0.471,0.952
995,3.79,2.36,0.339,0.966
996,4.45,2.63,0.203,0.96
997,4.45,2.63,0.177,0.947
998,4.45,2.63,0.188,0.943
999,4.45,2.62,0.125,0.951
1000,4.45,2.62,0.028,0.954
1001,4.45,2.62,0,0.942
1002,4.41,2.61,0,0.942
1003,4.41,2.61,0,0.94
1004,4.41,2.6,0,0.936
1005,4.41,2.6,0,0.93
1006,4.4,2.6,0,0.928
1007,4.4,2.6,0,0.924
1008,4.34,2.58,0,0.923
1009,4.34,2.58,0,0.918
1010,4.34,2.58,0,0.943
1011,4.34,2.58,0,0.928
1012,4.35,2.58,0,0.932
1013,4.35,2.58,0,0.939
1014,4.34,2.58,0,0.941
1015,4.35,2.58,0.026,0.936
1016,4.35,2.58,0.096,0.941
1017,4.35,2.58,0.188,0.959
1018,4.35,2.58,0.254,0.976
1019,4.35,2.58,0.284,0.98
1020,4.58,2.67,0.293,0.975
1021,4.58,2.67,0.277,0.971
1022,4.58,2.67,0.21,0.958
1023,4.58,2.67,0.125,0.926
1024,4.58,2.67,0.023,0.885
1025,4.58,2.67,0,0.847
1026,4.53,2.65,0,0.814
1027,4.53,2.65,0,0.811
1028,4.53,2.65,0,0.802
1029,4.52,2.65,0,0.791
1030,4.52,2.64,0,0.758
1031,4.52,2.64,0,0.731
1032,4.44,2.61,0,0.73
1033,4.44,2.61,0,0.7
1034,4.44,2.61,0,0.705
1035,4.44,2.61,0,0.686
1036,4.44,2.61,0,0.663
1037,4.44,2.61,0,0.668
1038,4.35,2.58,0,0.616
1039,4.35,2.58,0.043,0.568
1040,4.36,2.58,0.175,0.544
1041,4.36,2.58,0.312,0.729
1042,4.36,2.58,0.392,0.813
1043,4.36,2.58,0.468,0.791
1044,4.55,2.65,0.516,0.75
1045,4.55,2.65,0.505,0.718
1046,4.55,2.65,0.36,0.695
1047,4.55,2.65,0.197,0.644
1048,4.55,2.65,0.04,0.696
1049,4.55,2.65,0,0.726
1050,4.45,2.61,0,0.741
1051,4.45,2.61,0,0.708
1052,4.45,2.61,0,0.7
1053,4.45,2.61,0,0.688
1054,4.44,2.61,0,0.668
1055,4.44,2.61,0,0.641
1056,4.34,2.57,0,0.644
1057,4.34,2.57,0,0.632
1058,4.34,2.57,0,0.638
1059,4.35,2.57,0,0.646
1060,4.35,2.57,0,0.647
1061,4.35,2.57,0,0.623
1062,4.33,2.56,0,0.604
1063,4.34,2.56,0.017,0.571
1064,4.34,2.57,0.07,0.476
1065,4.34,2.57,0.15,0.396
1066,4.34,2.57,0.241,0.42
1067,4.34,2.57,0.327,0.449
1068,4.81,2.75,0.389,0.415
1069,4.81,2.75,0.404,0.389
1070,4.81,2.75,0.287,0.368
1071,4.8,2.75,0.175,0.314
1072,4.8,2.75,0.039,0.359
1073,4.8,2.75,0,0.432
1074,4.63,2.68,0,0.484
1075,4.63,2.68,0,0.538
1076,4.62,2.68,0,0.571
1077,4.62,2.68,0,0.583
1078,4.62,2.68,0,0.588
1079,4.62,2.68,0,0.592
1080,4.46,2.61,0,0.595
1081,4.46,2.61,0,0.586
1082,4.46,2.61,0,0.578
1083,4.46,2.61,0,0.578
1084,4.47,2.61,0,0.588
1085,4.46,2.61,0,0.59
1086,4.41,2.59,0,0.574
1087,4.41,2.6,0.094,0.507
1088,4.42,2.6,0.302,0.311
1089,4.42,2.6,0.505,0.225
1090,4.42,2.6,0.625,0.21
1091,4.42,2.6,0.67,0.158
1092,4.98,2.8,0.657,0.118
1093,4.98,2.8,0.596,0.095
1094,4.98,2.8,0.467,0.076
1095,4.98,2.8,0.272,0.05
1096,4.98,2.8,0.057,0.029
1097,4.98,2.8,0,0.035
1098,4.79,2.73,0,0.071
1099,4.79,2.73,0,0.133
1100,4.79,2.73,0,0.206
1101,4.79,2.73,0,0.271
1102,4.79,2.73,0,0.325
1103,4.79,2.73,0,0.355
1104,4.72,2.71,0,0.348
1105,4.72,2.71,0,0.308
1106,4.72,2.71,0,0.257
1107,4.72,2.71,0,0.209
1108,4.72,2.71,0,0.167
1109,4.73,2.71,0,0.134
1110,4.69,2.69,0,0.103
1111,4.69,2.69,0.051,0.071
1112,4.69,2.69,0.183,0.037
1113,4.69,2.69,0.362,0.012
1114,4.69,2.69,0.507,0.003
1115,4.69,2.69,0.577,0.002
1116,5.13,2.85,0.583,0.007
1117,5.13,2.85,0.525,0.009
1118,5.13,2.85,0.387,0.007
1119,5.13,2.85,0.204,0.007
1120,5.13,2.85,0.039,0.014
1121,5.13,2.85,0,0.025
1122,4.89,2.76,0,0.034
1123,4.89,2.76,0,0.044
1124,4.89,2.76,0,0.055
1125,4.89,2.76,0,0.062
1126,4.88,2.76,0,0.064
1127,4.88,2.76,0,0.06
1128,4.76,2.72,0,0.054
1129,4.76,2.72,0,0.053
1130,4.76,2.72,0,0.062
1131,4.76,2.72,0,0.083
1132,4.76,2.72,0,0.099
1133,4.76,2.72,0,0.101
1134,4.68,2.69,0,0.095
1135,4.68,2.69,0.161,0.088
1136,4.68,2.69,0.376,0.063
1137,4.68,2.69,0.548,0.021
1138,4.68,2.69,0.665,0.006
1139,4.68,2.69,0.708,0.003
1140,5.04,2.82,0.695,0.004
1141,5.04,2.82,0.627,0.005
1142,5.04,2.82,0.501,0.005
1143,5.04,2.82,0.311,0.005
1144,5.04,2.82,0.076,0.019
1145,5.04,2.82,0,0.047
1146,4.84,2.75,0,0.077
1147,4.84,2.75,0,0.095
1148,4.84,2.75,0,0.093
1149,4.84,2.75,0,0.073
1150,4.83,2.74,0,0.044
1151,4.83,2.74,0,0.021
1152,4.68,2.68,0,0.012
1153,4.68,2.68,0,0.011
1154,4.69,2.68,0,0.012
1155,4.69,2.68,0,0.016
1156,4.69,2.68,0,0.017
1157,4.69,2.69,0,0.017
1158,4.56,2.63,0,0.016
1159,4.56,2.63,0.047,0.011
1160,4.56,2.63,0.166,0.006
1161,4.55,2.63,0.354,0.003
1162,4.56,2.63,0.543,0.014
1163,4.55,2.63,0.642,0.041
1164,5.01,2.8,0.678,0.076
1165,5.01,2.8,0.613,0.112
1166,5.01,2.8,0.489,0.151
1167,5.01,2.8,0.302,0.205
1168,5.01,2.8,0.077,0.357
1169,5.01,2.8,0,0.501
1170,4.78,2.71,0,0.572
1171,4.78,2.71,0,0.603
1172,4.78,2.71,0,0.595
1173,4.78,2.71,0,0.563
1174,4.77,2.71,0,0.516
1175,4.77,2.71,0,0.459
1176,4.47,2.6,0,0.398
1177,4.48,2.6,0,0.312
1178,4.48,2.6,0,0.208
1179,4.48,2.6,0,0.125
1180,4.48,2.6,0,0.139
1181,4.49,2.61,0,0.214
1182,4.37,2.56,0,0.272
1183,4.38,2.56,0.094,0.285
1184,4.37,2.56,0.302,0.205
1185,4.38,2.56,0.527,0.226
1186,4.38,2.56,0.651,0.291
1187,4.37,2.56,0.705,0.291
1188,5.09,2.83,0.688,0.299
1189,5.09,2.83,0.615,0.334
1190,5.09,2.83,0.487,0.361
1191,5.09,2.83,0.299,0.355
1192,5.1,2.83,0.075,0.402
1193,5.09,2.83,0,0.481
1194,4.83,2.73,0,0.546
1195,4.83,2.73,0,0.59
1196,4.83,2.73,0,0.61
1197,4.83,2.73,0,0.63
1198,4.82,2.73,0,0.654
1199,4.82,2.73,0,0.637
1200,4.68,2.67,0,0.627
1201,4.68,2.67,0,0.576
1202,4.68,2.67,0,0.536
1203,4.68,2.67,0,0.501
1204,4.68,2.68,0,0.457
1205,4.68,2.68,0,0.404
1206,4.55,2.63,0,0.358
1207,4.55,2.63,0.028,0.343
1208,4.55,2.63,0.233,0.294
1209,4.55,2.63,0.414,0.295
1210,4.55,2.63,0.5,0.355
1211,4.55,2.63,0.519,0.352
1212,4.78,2.71,0.492,0.349
1213,4.79,2.71,0.422,0.358
1214,4.79,2.71,0.265,0.344
1215,4.79,2.71,0.123,0.284
1216,4.79,2.71,0.027,0.26
1217,4.79,2.71,0,0.264
1218,4.5,2.61,0,0.27
1219,4.5,2.61,0,0.291
1220,4.5,2.61,0,0.311
1221,4.5,2.61,0,0.345
1222,4.5,2.61,0,0.385
1223,4.5,2.61,0,0.412
1224,4.23,2.5,0,0.424
1225,4.23,2.5,0,0.422
1226,4.23,2.5,0,0.401
1227,4.23,2.5,0,0.372
1228,4.23,2.5,0,0.355
1229,4.23,2.5,0,0.345
1230,4.16,2.47,0,0.334
1231,4.16,2.47,0.053,0.291
1232,4.16,2.47,0.14,0.181
1233,4.16,2.47,0.301,0.154
1234,4.16,2.48,0.368,0.208
1235,4.16,2.47,0.487,0.277
1236,4.55,2.62,0.547,0.353
1237,4.55,2.62,0.514,0.432
1238,4.55,2.62,0.404,0.504
1239,4.55,2.62,0.213,0.552
1240,4.55,2.62,0.039,0.646
1241,4.55,2.62,0,0.658
1242,4.33,2.54,0,0.532
1243,4.33,2.54,0,0.429
1244,4.33,2.54,0,0.439
1245,4.33,2.54,0,0.583
1246,4.32,2.54,0,0.638
1247,4.32,2.54,0,0.658
1248,4.17,2.48,0,0.746
1249,4.17,2.48,0,0.739
1250,4.17,2.48,0,0.731
1251,4.17,2.48,0,0.777
1252,4.17,2.48,0,0.772
1253,4.17,2.48,0,0.856
1254,4.06,2.43,0,0.887
1255,4.06,2.43,0.01,0.866
1256,4.06,2.44,0.074,0.862
1257,4.06,2.44,0.21,0.901
1258,4.06,2.44,0.282,0.932
1259,4.06,2.44,0.407,0.948
1260,4.37,2.55,0.531,0.946
1261,4.37,2.55,0.535,0.932
1262,4.37,2.55,0.485,0.921
1263,4.37,2.55,0.331,0.913
1264,4.37,2.55,0.107,0.868
1265,4.37,2.55,0,0.83
1266,4.26,2.51,0,0.792
1267,4.26,2.51,0,0.751
1268,4.26,2.51,0,0.699
1269,4.26,2.51,0,0.623
1270,4.25,2.51,0,0.59
1271,4.25,2.51,0,0.571
1272,4.19,2.48,0,0.56
1273,4.19,2.48,0,0.538
1274,4.19,2.48,0,0.51
1275,4.19,2.48,0,0.466
1276,4.2,2.48,0,0.429
1277,4.19,2.48,0,0.371
1278,4.2,2.48,0.001,0.315
1279,4.21,2.48,0.231,0.345
1280,4.21,2.48,0.461,0.404
1281,4.21,2.49,0.63,0.378
1282,4.22,2.49,0.733,0.322
1283,4.21,2.49,0.778,0.293
1284,4.65,2.66,0.765,0.278
1285,4.65,2.66,0.69,0.257
1286,4.65,2.66,0.537,0.261
1287,4.65,2.66,0.308,0.291
1288,4.65,2.66,0.077,0.287
1289,4.65,2.66,0,0.335
1290,4.51,2.6,0,0.367
1291,4.51,2.6,0,0.352
1292,4.5,2.6,0,0.293
1293,4.5,2.6,0,0.235
1294,4.5,2.59,0,0.227
1295,4.5,2.59,0,0.201
1296,4.4,2.56,0,0.158
1297,4.4,2.56,0,0.135
1298,4.4,2.56,0,0.143
1299,4.41,2.56,0,0.152
1300,4.41,2.56,0,0.13
1301,4.41,2.56,0,0.106
1302,4.42,2.56,0,0.093
1303,4.42,2.56,0.027,0.087
1304,4.43,2.56,0.138,0.088
1305,4.43,2.56,0.313,0.085
1306,4.43,2.57,0.431,0.075
1307,4.43,2.56,0.409,0.084
1308,4.72,2.67,0.368,0.108
1309,4.72,2.67,0.314,0.147
1310,4.72,2.67,0.233,0.196
1311,4.72,2.67,0.154,0.193
1312,4.72,2.67,0.043,0.136
1313,4.72,2.67,0,0.168
1314,4.67,2.65,0,0.246
1315,4.67,2.65,0,0.354
1316,4.66,2.65,0,0.47
1317,4.66,2.65,0,0.561
1318,4.66,2.64,0,0.613
1319,4.65,2.64,0,0.633
1320,4.61,2.62,0,0.642
1321,4.61,2.62,0,0.647
1322,4.61,2.62,0,0.652
1323,4.61,2.62,0,0.655
1324,4.62,2.63,0,0.653
1325,4.62,2.63,0,0.628
1326,4.53,2.59,0.001,0.599
1327,4.54,2.59,0.144,0.513
1328,4.54,2.59,0.32,0.337
1329,4.54,2.59,0.525,0.253
1330,4.54,2.59,0.636,0.254
1331,4.54,2.59,0.673,0.253
1332,5.05,2.79,0.533,0.241
1333,5.05,2.79,0.456,0.259
1334,5.05,2.79,0.444,0.278
1335,5.05,2.79,0.261,0.315
1336,5.05,2.79,0.068,0.479
1337,5.05,2.79,0,0.668
1338,4.8,2.69,0,0.763
1339,4.8,2.69,0,0.763
1340,4.8,2.69,0,0.746
1341,4.79,2.69,0,0.744
1342,4.78,2.69,0,0.756
1343,4.78,2.69,0,0.772
1344,4.58,2.6,0,0.777
1345,4.59,2.61,0,0.778
1346,4.59,2.61,0,0.773
1347,4.59,2.61,0,0.763
1348,4.6,2.61,0,0.781
1349,4.6,2.62,0,0.8
1350,4.66,2.64,0.001,0.788
1351,4.67,2.64,0.137,0.751
1352,4.67,2.64,0.383,0.678
1353,4.67,2.64,0.538,0.718
1354,4.67,2.64,0.637,0.865
1355,4.67,2.64,0.681,0.902
1356,5.01,2.77,0.666,0.915
1357,5.02,2.77,0.566,0.919
1358,5.02,2.77,0.403,0.909
1359,5.02,2.77,0.23,0.871
1360,5.02,2.77,0.075,0.849
1361,5.02,2.77,0,0.854
1362,4.92,2.74,0,0.82
1363,4.92,2.74,0,0.793
1364,4.92,2.74,0,0.749
1365,4.91,2.74,0,0.722
1366,4.9,2.73,0,0.715
1367,4.9,2.73,0,0.71
1368,4.83,2.7,0,0.668
1369,4.83,2.71,0,0.637
1370,4.83,2.71,0,0.619
1371,4.84,2.71,0,0.601
1372,4.84,2.71,0,0.557
1373,4.84,2.71,0,0.539
1374,4.83,2.71,0.002,0.51
1375,4.84,2.71,0.151,0.412
1376,4.84,2.71,0.421,0.315
1377,4.84,2.71,0.581,0.339
1378,4.84,2.71,0.678,0.381
1379,4.84,2.71,0.722,0.349
1380,5.21,2.84,0.711,0.314
1381,5.21,2.84,0.647,0.281
1382,5.21,2.84,0.527,0.241
1383,5.21,2.84,0.348,0.156
1384,5.21,2.84,0.123,0.079
1385,5.21,2.84,0,0.063
1386,5.06,2.78,0,0.101
1387,5.06,2.78,0,0.233
1388,5.06,2.78,0,0.435
1389,5.06,2.78,0,0.59
1390,5.05,2.78,0,0.658
1391,5.05,2.78,0,0.69
1392,4.95,2.75,0,0.705
1393,4.96,2.75,0,0.703
1394,4.96,2.75,0,0.7
1395,4.96,2.75,0,0.7
1396,4.96,2.75,0,0.706
1397,4.96,2.75,0,0.725
1398,4.93,2.74,0.005,0.754
1399,4.93,2.74,0.213,0.721
1400,4.93,2.74,0.426,0.593
1401,4.93,2.74,0.579,0.617
1402,4.93,2.74,0.672,0.862
1403,4.93,2.74,0.712,0.916
1404,5.52,2.94,0.7,0.941
1405,5.52,2.94,0.628,0.949
1406,5.52,2.94,0.519,0.949
1407,5.52,2.94,0.341,0.932
1408,5.52,2.94,0.113,0.915
1409,5.52,2.94,0,0.914
1410,5.15,2.81,0,0.903
1411,5.15,2.81,0,0.892
1412,5.15,2.81,0,0.88
1413,5.15,2.81,0,0.859
1414,5.14,2.81,0,0.849
1415,5.14,2.81,0,0.834
1416,4.8,2.69,0,0.834
1417,4.8,2.69,0,0.818
1418,4.8,2.69,0,0.788
1419,4.8,2.69,0,0.739
1420,4.8,2.69,0,0.73
1421,4.8,2.69,0,0.718
1422,4.79,2.69,0.002,0.715
1423,4.79,2.69,0.109,0.66
1424,4.79,2.69,0.274,0.69
1425,4.79,2.69,0.414,0.863
1426,4.79,2.69,0.505,0.868
1427,4.79,2.69,0.533,0.851
1428,5.33,2.88,0.434,0.838
1429,5.33,2.88,0.293,0.806
1430,5.33,2.88,0.217,0.772
1431,5.33,2.88,0.145,0.724
1432,5.33,2.88,0.055,0.656
1433,5.33,2.88,0,0.69
1434,5.01,2.76,0,0.716
1435,5.01,2.76,0,0.711
1436,5.01,2.76,0,0.704
1437,5.01,2.76,0,0.701
1438,5.01,2.76,0,0.679
1439,5,2.76,0,0.706
1440,4.83,2.7,0,0.652
1441,4.83,2.7,0,0.583
1442,4.83,2.7,0,0.525
1443,4.83,2.7,0,0.484
1444,4.83,2.7,0,0.447
1445,4.83,2.7,0,0.4
1446,4.71,2.66,0.001,0.328
1447,4.71,2.66,0.043,0.219
1448,4.71,2.66,0.125,0.201
1449,4.71,2.66,0.197,0.22
1450,4.71,2.66,0.287,0.235
1451,4.71,2.66,0.344,0.261
1452,5.43,2.91,0.337,0.318
1453,5.43,2.91,0.327,0.387
1454,5.43,2.91,0.262,0.397
1455,5.43,2.91,0.146,0.314
1456,5.43,2.91,0.05,0.192
1457,5.43,2.91,0,0.177
1458,4.97,2.75,0,0.182
1459,4.97,2.75,0,0.202
1460,4.97,2.75,0,0.212
1461,4.97,2.75,0,0.214
1462,4.97,2.75,0,0.235
1463,4.97,2.75,0,0.264
1464,4.4,2.54,0,0.281
1465,4.4,2.54,0,0.294
1466,4.4,2.54,0,0.337
1467,4.4,2.54,0,0.395
1468,4.4,2.54,0,0.444
1469,4.4,2.54,0,0.502
1470,4.27,2.49,0.004,0.548
1471,4.27,2.49,0.118,0.523
1472,4.27,2.49,0.287,0.457
1473,4.27,2.49,0.376,0.54
1474,4.27,2.49,0.468,0.668
1475,4.27,2.49,0.511,0.682
1476,5.61,2.96,0.47,0.668
1477,5.61,2.96,0.478,0.641
1478,5.61,2.96,0.405,0.574
1479,5.61,2.96,0.222,0.46
1480,5.61,2.96,0.067,0.352
1481,5.61,2.96,0,0.29
1482,5.04,2.76,0,0.309
1483,5.04,2.76,0,0.376
1484,5.04,2.77,0,0.391
1485,5.04,2.76,0,0.371
1486,5.04,2.76,0,0.376
1487,5.04,2.76,0,0.376
1488,4.61,2.61,0,0.364
1489,4.61,2.61,0,0.394
1490,4.61,2.61,0,0.437
1491,4.61,2.61,0,0.432
1492,4.61,2.61,0,0.38
1493,4.62,2.61,0,0.344
1494,4.42,2.54,0.006,0.381
1495,4.42,2.54,0.155,0.419
1496,4.42,2.54,0.342,0.325
1497,4.42,2.54,0.441,0.327
1498,4.42,2.54,0.458,0.488
1499,4.42,2.54,0.52,0.672
1500,5.68,2.98,0.586,0.764
1501,5.68,2.98,0.51,0.788
1502,5.68,2.98,0.319,0.679
1503,5.68,2.98,0.133,0.713
1504,5.68,2.98,0.053,0.934
1505,5.68,2.98,0,0.953
1506,5.14,2.8,0,0.915
1507,5.14,2.8,0,0.852
1508,5.14,2.8,0,0.793
1509,5.14,2.8,0,0.817
1510,5.14,2.8,0,0.874
1511,5.14,2.8,0,0.907
1512,4.72,2.65,0,0.942
1513,4.72,2.65,0,0.95
1514,4.72,2.65,0,0.919
1515,4.73,2.65,0,0.869
1516,4.73,2.65,0,0.834
1517,4.73,2.65,0,0.842
1518,4.65,2.62,0.011,0.847
1519,4.65,2.62,0.207,0.803
1520,4.65,2.62,0.419,0.842
1521,4.65,2.62,0.58,0.872
1522,4.65,2.62,0.611,0.869
1523,4.65,2.62,0.559,0.862
1524,6.11,3.12,0.422,0.877
1525,6.11,3.12,0.333,0.881
1526,6.11,3.12,0.249,0.833
1527,6.11,3.12,0.226,0.741
1528,6.11,3.13,0.108,0.608
1529,6.11,3.13,0.002,0.556
1530,5.6,2.95,0,0.538
1531,5.6,2.95,0,0.501
1532,5.6,2.95,0,0.516
1533,5.6,2.95,0,0.618
1534,5.6,2.95,0,0.583
1535,5.6,2.95,0,0.579
1536,5.31,2.85,0,0.594
1537,5.31,2.85,0,0.592
1538,5.31,2.85,0,0.574
1539,5.31,2.85,0,0.523
1540,5.32,2.85,0,0.426
1541,5.32,2.85,0,0.316
1542,5.16,2.8,0.011,0.21
1543,5.16,2.8,0.136,0.101
1544,5.16,2.8,0.311,0.023
1545,5.15,2.8,0.546,0.024
1546,5.15,2.79,0.66,0.133
1547,5.15,2.79,0.731,0.327
1548,6.4,3.22,0.715,0.554
1549,6.4,3.22,0.654,0.704
1550,6.41,3.22,0.537,0.774
1551,6.41,3.22,0.339,0.791
1552,6.41,3.22,0.113,0.785
1553,6.41,3.22,0.002,0.844
1554,6,3.08,0,0.85
1555,6.01,3.08,0,0.831
1556,6.01,3.08,0,0.808
1557,6,3.08,0,0.728
1558,6,3.08,0,0.686
1559,6,3.08,0,0.656
1560,5.6,2.94,0,0.61
1561,5.6,2.94,0,0.557
1562,5.6,2.94,0,0.475
1563,5.6,2.94,0,0.364
1564,5.61,2.95,0,0.32
1565,5.61,2.94,0,0.32
1566,5.5,2.91,0.005,0.356
1567,5.5,2.91,0.087,0.35
1568,5.51,2.91,0.22,0.344
1569,5.5,2.91,0.308,0.393
1570,5.5,2.91,0.514,0.595
1571,5.5,2.91,0.635,0.78
1572,6.67,3.33,0.664,0.852
1573,6.67,3.33,0.613,0.877
1574,6.67,3.33,0.495,0.895
1575,6.67,3.33,0.318,0.886
1576,6.67,3.33,0.13,0.841
1577,6.67,3.33,0.003,0.785
1578,6.02,3.07,0,0.722
1579,6.02,3.08,0,0.63
1580,6.02,3.08,0,0.528
1581,6.02,3.08,0,0.47
1582,6.02,3.07,0,0.42
1583,6.01,3.07,0,0.376
1584,5.45,2.89,0,0.343
1585,5.46,2.89,0,0.314
1586,5.45,2.89,0,0.274
1587,5.46,2.89,0,0.245
1588,5.46,2.89,0,0.261
1589,5.46,2.89,0,0.275
1590,5.33,2.85,0.003,0.3
1591,5.33,2.85,0.066,0.317
1592,5.33,2.85,0.165,0.302
1593,5.33,2.85,0.26,0.393
1594,5.33,2.85,0.314,0.552
1595,5.33,2.85,0.341,0.641
1596,6.63,3.29,0.356,0.663
1597,6.63,3.29,0.358,0.64
1598,6.63,3.29,0.342,0.601
1599,6.63,3.29,0.223,0.552
1600,6.63,3.29,0.078,0.503
1601,6.63,3.29,0.002,0.519
1602,5.96,3.06,0,0.512
1603,5.96,3.06,0,0.484
1604,5.96,3.06,0,0.479
1605,5.96,3.06,0,0.464
1606,5.95,3.06,0,0.446
1607,5.95,3.06,0,0.429
1608,5.46,2.89,0,0.401
1609,5.47,2.89,0,0.383
1610,5.46,2.89,0,0.364
1611,5.47,2.89,0,0.371
1612,5.48,2.89,0,0.404
1613,5.47,2.89,0,0.457
1614,5.42,2.88,0.005,0.53
1615,5.42,2.88,0.106,0.5
1616,5.42,2.88,0.279,0.456
1617,5.42,2.88,0.359,0.643
1618,5.42,2.88,0.346,0.781
1619,5.42,2.88,0.248,0.834
1620,6.18,3.13,0.259,0.857
1621,6.18,3.13,0.365,0.862
1622,6.18,3.13,0.407,0.867
