ex07_plant_wind_availability_factor,ex07_demand1_value,ex07_demand2_value,ex08_pv,ex08_demand,ex15_cop,ex15_cop_minconversion,ex15_heatdemand,ex17_capacity
0.52,0.1,0.1,,,2.17,1.519,56,
0.33,3.47,0.37,,,2.17,1.519,51,
0.62,0.23,2.79,,,2.17,1.519,41,
0.86,4.94,2.81,,,2.17,1.519,34,
0.8,0.87,2.55,,,2.12,1.484,35,
0.74,4.46,0.75,,,2.12,1.484,36,
0.04,2.66,3.32,,,2.12,1.484,37,
0.54,1.81,4.75,,,2.12,1.484,40,
0.49,4.41,2.73,,,2.12,1.484,45,
0.25,0.66,4.98,,,2.12,1.484,60,
0.85,1.67,0.79,,,2.13,1.491,72,
0.3,4.93,3.52,,,2.13,1.491,70,
0.71,3.8,1.4,,,2.13,1.491,69,
0.8,4.64,1.29,,,2.13,1.491,66,
0.32,3.31,2.53,,,2.13,1.491,63,
0.76,0.44,4.94,,,2.13,1.491,60,
0.02,1.13,2.85,,,2.45,1.715,59,
0.61,2.21,0.67,,,2.45,1.715,58,
0.87,2.46,2.81,,,2.45,1.715,59,
0.67,3.86,1.12,,,2.45,1.715,60,
0.43,3.55,0.37,,,2.45,1.715,62,
0.24,1.17,3.79,,,2.45,1.715,63,
0.73,2.99,0.21,,,2.27,1.589,63,
0.53,1.69,3.37,,,2.27,1.589,62,
0.75,1.89,1.62,,,2.27,1.589,60,
0.21,3.27,1.91,,,2.27,1.589,55,
0.49,2.88,3.49,,,2.27,1.589,44,
0.09,4.66,0.92,,,2.27,1.589,37,
0.9,3.89,2.35,,,2.2,1.54,34,
0.47,2.56,2.15,,,2.2,1.54,35,
0.09,4.67,1.43,,,2.2,1.54,36,
0.06,3.99,2.61,,,2.2,1.54,39,
0.2,0.53,0.17,,,2.2,1.54,44,
0.55,2.28,4.12,,,2.2,1.54,59,
0.04,3.25,4.44,,,2.29,1.603,71,
0.47,1.33,2.87,,,2.29,1.603,69,
0.82,0.33,3.07,,,2.29,1.603,68,
0.81,1.35,4.01,,,2.29,1.603,65,
0.89,4.49,1.95,,,2.29,1.603,62,
0.75,1.46,4.18,,,2.29,1.603,60,
0.32,4.65,1.94,,,2.42,1.694,58,
0.76,0.43,2.06,,,2.42,1.694,57,
0.65,0.91,0.61,,,2.42,1.694,58,
0.89,1.3,1.18,,,2.42,1.694,59,
0.4,3.39,1.55,,,2.42,1.694,61,
0.44,1.06,4.22,,,2.42,1.694,62,
0.31,4.42,3.87,,,2.22,1.554,62,
0.26,2.17,3.03,,,2.22,1.554,61,
0.87,3.19,3.16,,,2.22,1.554,59,
0.15,0.9,1.66,,,2.22,1.554,54,
0.53,3.79,1.7,,,2.22,1.554,43,
0.68,4.23,3.25,,,2.22,1.554,36,
0.52,4.59,0.73,,,2.14,1.498,34,
1,1.79,3.57,,,2.14,1.498,34,
0.62,3.07,1.76,,,2.14,1.498,36,
0.55,4.47,1.91,,,2.14,1.498,38,
0.91,2.83,2.79,,,2.14,1.498,44,
0.49,0.21,3.19,,,2.14,1.498,59,
0.59,4.99,4.08,,,2.13,1.491,70,
0.62,4.12,1.34,,,2.13,1.491,67,
0.94,1.88,4.06,,,2.13,1.491,65,
0.61,4.79,4.85,,,2.13,1.491,63,
0.89,3.47,2.34,,,2.13,1.491,60,
0.74,1.81,0.6,,,2.13,1.491,59,
0.45,4.59,2.49,,,2.47,1.729,57,
0.31,1.5,2.59,,,2.47,1.729,55,
0.35,3.54,4.6,,,2.47,1.729,55,
0.88,3.26,2.31,,,2.47,1.729,56,
0.86,3.14,1.56,,,2.47,1.729,59,
0.44,1.4,2.86,,,2.47,1.729,61,
0.68,0.32,2.1,,,2.34,1.638,61,
0.48,1.47,2.63,,,2.34,1.638,60,
0.05,1.87,3.74,,,2.34,1.638,58,
0.73,0.62,2.53,,,2.34,1.638,54,
0.74,0.44,3.48,,,2.34,1.638,43,
0.35,3.72,3.82,,,2.34,1.638,36,
0.23,0.38,2.67,,,2.4,1.68,29,
0.46,1.08,3.76,,,2.4,1.68,30,
0.99,0.22,3.83,,,2.4,1.68,30,
0.02,3.98,2.49,,,2.4,1.68,33,
0.08,3.57,4.19,,,2.4,1.68,40,
0.44,3.46,0.4,,,2.4,1.68,54,
0.88,1.62,2.27,,,2.48,1.736,60,
0.28,2.29,4.27,,,2.48,1.736,57,
0.05,3.25,4.94,,,2.48,1.736,55,
0.38,3.01,3.67,,,2.48,1.736,53,
0.08,0.67,4.46,,,2.48,1.736,50,
0.7,0.59,1.7,,,2.48,1.736,49,
0.22,0.98,2.76,,,2.46,1.722,47,
0.32,2.73,2.41,,,2.46,1.722,47,
0.69,0.52,1.81,,,2.46,1.722,48,
0.86,3.49,1.47,,,2.46,1.722,49,
0.25,1.39,2.69,,,2.46,1.722,51,
0.98,2.77,1.79,,,2.46,1.722,53,
0.88,4.02,2.49,,,2.42,1.694,54,
0.76,1.37,4.58,,,2.42,1.694,53,
0.85,0.94,4.15,,,2.42,1.694,52,
0.1,3.87,2.7,,,2.42,1.694,47,
0.9,0.61,1.4,,,2.42,1.694,38,
0.43,2.05,4.79,,,2.42,1.694,31,
0.97,1.41,0.25,,,2.4,1.68,27,
0.3,2.1,2.27,,,2.4,1.68,28,
0.31,2.04,1.3,,,2.4,1.68,29,
0.76,3.38,1.22,,,2.4,1.68,31,
0.32,4.46,0.92,,,2.4,1.68,37,
0.94,1.51,1.2,,,2.4,1.68,50,
0.34,3.09,1.92,,,2.36,1.652,59,
0.8,2.31,3.11,,,2.36,1.652,57,
0.69,1.9,1.27,,,2.36,1.652,56,
0.63,3.83,2.32,,,2.36,1.652,53,
0.19,1.56,4.85,,,2.36,1.652,51,
0.99,3.56,2.91,,,2.36,1.652,48,
0.13,1.89,3.34,,,2.49,1.743,47,
0.18,2.6,3.03,,,2.49,1.743,47,
0.7,0.17,4.59,,,2.49,1.743,47,
0.19,1.95,2.52,,,2.49,1.743,48,
0.26,1.86,1.99,,,2.49,1.743,50,
0.29,1.88,1.85,,,2.49,1.743,52,
0.45,0.08,4.13,,,2.37,1.659,52,
0.72,2.9,3.6,,,2.37,1.659,52,
0.64,3.27,2.45,,,2.37,1.659,50,
0.63,2.12,4.92,,,2.37,1.659,45,
0,1.03,0.6,,,2.37,1.659,36,
0.89,2.57,1.55,,,2.37,1.659,29,
0.23,4.08,0.45,,,2.27,1.589,30,
0.58,3.97,4.29,,,2.27,1.589,31,
0.86,2.19,2.17,,,2.27,1.589,31,
0.02,3.26,2.07,,,2.27,1.589,34,
0.95,3.93,0.92,,,2.27,1.589,39,
0.11,3.42,1.38,,,2.27,1.589,52,
0.57,1.42,1.05,,,2.24,1.568,62,
0.34,4.21,3.38,,,2.24,1.568,60,
0.2,0.16,3.58,,,2.24,1.568,59,
0.18,0.14,1.96,,,2.24,1.568,57,
0.77,4.79,2.74,,,2.24,1.568,54,
0.79,1.99,3.95,,,2.24,1.568,52,
0.94,0.24,4.99,,,2.46,1.722,50,
0.92,2.97,0.51,,,2.46,1.722,50,
0.4,2.65,1.56,,,2.46,1.722,50,
0.82,2.15,3.63,,,2.46,1.722,51,
0.31,0.78,0.43,,,2.46,1.722,53,
0.34,3.01,4.43,,,2.46,1.722,55,
0.32,4.95,4.38,,,2.32,1.624,54,
0.49,2.23,3.46,,,2.32,1.624,54,
0.63,3.49,1.55,,,2.32,1.624,52,
0.61,3.74,4.56,,,2.32,1.624,47,
0.8,0.77,4.84,,,2.32,1.624,38,
0.39,2.39,3.51,,,2.32,1.624,31,
0.92,3.1,2.5,,,2.24,1.568,31,
0.64,1.96,4.09,,,2.24,1.568,33,
0.28,3.2,0.32,,,2.24,1.568,33,
0.64,4.8,0.16,,,2.24,1.568,36,
0.2,2.06,2.03,,,2.24,1.568,41,
0.64,2.26,0.8,,,2.24,1.568,55,
0.95,1.53,2.16,,,2.21,1.547,65,
0.2,1.09,3.73,,,2.21,1.547,64,
0.37,1.98,0.61,,,2.21,1.547,63,
0.58,2.27,0.53,,,2.21,1.547,60,
0.76,3.98,0.66,,,2.21,1.547,57,
0.89,0.76,3.61,,,2.21,1.547,55,
0.64,0.96,1.92,,,2.38,1.666,53,
0.94,2.76,0.32,,,2.38,1.666,53,
0.38,2.13,4.91,,,2.38,1.666,53,
0.21,4.67,4.63,,,2.38,1.666,54,
0.26,4.77,4.62,,,2.38,1.666,56,
0.97,3.91,1.95,,,2.38,1.666,58,
0.16,2.08,3.62,,,2.3,1.61,58,
0.01,3.96,1.8,,,2.3,1.61,57,
0.78,2.23,0.92,,,2.3,1.61,55,
0.76,2.48,2.19,,,2.3,1.61,50,
0.9,0.97,1.56,,,2.3,1.61,40,
0.93,0.2,1.29,,,2.3,1.61,33,
0.7,0.42,4.69,,,2.3,1.61,32,
0.93,2,4.34,,,2.3,1.61,34,
0.44,2.73,4.47,,,2.3,1.61,34,
0.35,2.08,3.92,,,2.3,1.61,37,
0.91,2.11,0.49,,,2.3,1.61,42,
0.7,4.18,0.14,,,2.3,1.61,57,
0.34,3.73,2.46,,,2.27,1.589,67,
0.41,0.78,3.75,,,2.27,1.589,65,
0.78,1.12,0.85,,,2.27,1.589,64,
0.86,3.92,2.64,,,2.27,1.589,62,
0.47,4.25,2.15,,,2.27,1.589,59,
0.61,2.28,1.78,,,2.27,1.589,56,
0.22,2.46,1.71,,,2.38,1.666,55,
0.61,3.61,4.01,,,2.38,1.666,55,
0.01,4.07,2.35,,,2.38,1.666,55,
0.11,3.98,3.73,,,2.38,1.666,56,
0.22,4.75,0.54,,,2.38,1.666,58,
0.4,2.57,0.34,,,2.38,1.666,59,
0.06,1.26,4.23,,,2.25,1.575,59,
0.26,4.07,4.55,,,2.25,1.575,58,
0.96,4.38,2.09,,,2.25,1.575,57,
0.76,2.31,2.31,,,2.25,1.575,51,
0.08,2.97,1.1,,,2.25,1.575,41,
0.98,1.47,0.19,,,2.25,1.575,34,
0.15,0.01,0.12,,,2.21,1.547,33,
0.6,0.26,4.57,,,2.21,1.547,34,
0.93,0.34,3.06,,,2.21,1.547,35,
0.19,3.46,2.06,,,2.21,1.547,37,
0.13,0.3,3.17,,,2.21,1.547,43,
0.19,4.02,1.33,,,2.21,1.547,58,
0.15,1.28,2.61,,,2.18,1.526,70,
0.36,2.61,1.22,,,2.18,1.526,68,
0.52,2.14,4.6,,,2.18,1.526,66,
0.45,0.63,0.67,,,2.18,1.526,64,
0.91,2.1,3.57,,,2.18,1.526,61,
0.98,1.5,3.21,,,2.18,1.526,58,
0.92,3.17,1.72,,,2.39,1.673,57,
0.04,1.07,3.62,,,2.39,1.673,56,
0.66,4.11,2.68,,,2.39,1.673,56,
0.02,3,3.43,,,2.39,1.673,57,
0.38,1.04,1.69,,,2.39,1.673,60,
0.35,0.17,0.5,,,2.39,1.673,61,
0.98,2.99,0.48,,,2.32,1.624,61,
0.88,4.11,1.34,,,2.32,1.624,60,
0.69,1.68,3.24,,,2.32,1.624,58,
0.08,1.43,4.16,,,2.32,1.624,53,
0.78,0.86,3.36,,,2.32,1.624,42,
0.92,4.89,2.46,,,2.32,1.624,35,
0.6,4.21,2.61,,,2.33,1.631,32,
0.68,1.02,1.66,,,2.33,1.631,32,
0.48,3.5,1.2,,,2.33,1.631,34,
0.07,4.89,2.43,,,2.33,1.631,36,
0.56,3.2,1.79,,,2.33,1.631,41,
0.77,1.08,0.27,,,2.33,1.631,56,
0.5,4.11,2.64,,,2.31,1.617,67,
0.02,2.18,1.13,,,2.31,1.617,64,
0.53,0.23,3.25,,,2.31,1.617,62,
0.12,3.01,2.65,,,2.31,1.617,60,
0.93,2.95,3.97,,,2.31,1.617,57,
0.39,4.21,3.98,,,2.31,1.617,55,
0.66,1.07,3.6,,,2.35,1.645,53,
0.55,2.58,3.21,,,2.35,1.645,52,
0.93,1.47,3.9,,,2.35,1.645,52,
0.98,0.88,3.93,,,2.35,1.645,53,
0.29,3.61,4.43,,,2.35,1.645,56,
0.01,1.18,0.47,,,2.35,1.645,58,
0.87,2.37,1.18,,,2.29,1.603,58,
0.54,2.52,2.02,,,2.29,1.603,57,
0.19,5,1.5,,,2.29,1.603,55,
0.57,4.17,0.87,,,2.29,1.603,51,
0.72,2.89,2.71,,,2.29,1.603,41,
0.41,2.7,4.03,,,2.29,1.603,34,
0.43,1.94,1.67,,,2.18,1.526,34,
0.51,4.16,2.26,,,2.18,1.526,35,
0.37,1.88,1.61,,,2.18,1.526,35,
0.52,4.41,1.8,,,2.18,1.526,38,
0.78,2,2.66,,,2.18,1.526,45,
0.56,1.33,2.24,,,2.18,1.526,62,
0.54,1.08,2.56,,,2.11,1.477,68,
0.73,1.1,1.07,,,2.11,1.477,64,
0.33,4.55,3.34,,,2.11,1.477,63,
0.46,1.58,3.62,,,2.11,1.477,61,
0.74,2.94,4.14,,,2.11,1.477,58,
0.88,4.85,1.42,,,2.11,1.477,57,
0.41,1.93,4.61,,,2.39,1.673,55,
0.66,4.74,3.74,,,2.39,1.673,54,
0.18,3.16,2.54,,,2.39,1.673,55,
0.3,2.06,0.81,,,2.39,1.673,57,
0.97,4.49,0.84,,,2.39,1.673,58,
0.17,3.03,4.17,,,2.39,1.673,61,
0.06,1.26,4.02,,,2.31,1.617,61,
0.84,3.9,2.49,,,2.31,1.617,61,
0.22,4.85,1.91,,,2.31,1.617,59,
0.44,4.27,4.58,,,2.31,1.617,54,
0.25,0.81,2.31,,,2.31,1.617,44,
0.17,1.34,3.8,,,2.31,1.617,37,
0.14,2.77,2.4,,,2.26,1.582,32,
0.32,2.51,1.83,,,2.26,1.582,32,
0.11,1.44,0.78,,,2.26,1.582,33,
0.84,1.99,4.11,,,2.26,1.582,36,
0.03,3.15,2.15,,,2.26,1.582,41,
0.2,2.55,0.97,,,2.26,1.582,55,
0.97,3.48,0.37,,,2.28,1.596,65,
0.62,3.38,1.16,,,2.28,1.596,63,
0.08,4.75,0.03,,,2.28,1.596,62,
0.65,3.01,4.39,,,2.28,1.596,60,
0.76,4.89,2.46,,,2.28,1.596,57,
0.29,3.51,1.17,,,2.28,1.596,55,
0.71,0.51,0.49,,,2.51,1.757,53,
0.5,4.64,3.5,,,2.51,1.757,53,
0.19,2.59,0.28,,,2.51,1.757,53,
0.6,0.38,4.78,,,2.51,1.757,54,
0.09,2.81,1.25,,,2.51,1.757,56,
0.39,3.11,2.24,,,2.51,1.757,58,
0.6,2.2,3.92,,,2.43,1.701,58,
0.02,1.09,3.17,,,2.43,1.701,57,
0.51,3.77,0.67,,,2.43,1.701,55,
0.88,2.77,0.89,,,2.43,1.701,50,
0.03,0.25,1.56,,,2.43,1.701,40,
0.5,0.17,3.83,,,2.43,1.701,33,
0.18,3.21,0.97,,,2.33,1.631,30,
0.74,0.4,4.35,,,2.33,1.631,32,
0.72,3.9,3.05,,,2.33,1.631,32,
0.7,1.05,3.46,,,2.33,1.631,35,
0.93,3.73,0.21,,,2.33,1.631,40,
0.09,3.49,3.83,,,2.33,1.631,53,
0.35,3.21,4.4,,,2.31,1.617,63,
0.21,3.46,4.84,,,2.31,1.617,61,
0.74,2.27,3.29,,,2.31,1.617,60,
0.01,4.08,4.13,,,2.31,1.617,58,
0.83,4.81,4.86,,,2.31,1.617,55,
0.65,2.58,4.56,,,2.31,1.617,53,
0.55,4.73,1.97,,,2.47,1.729,52,
0.01,4.83,0.9,,,2.47,1.729,51,
0.96,0.04,3.27,,,2.47,1.729,52,
0.28,4.83,0.7,,,2.47,1.729,52,
0.9,1.56,2.31,,,2.47,1.729,54,
0.08,4.84,3.58,,,2.47,1.729,56,
0.22,4.52,3,,,2.32,1.624,56,
0.54,2.25,2.59,,,2.32,1.624,55,
0.05,2.84,2.58,,,2.32,1.624,53,
0.13,4,2.22,,,2.32,1.624,48,
0.78,3.52,0.13,,,2.32,1.624,39,
0.4,0.06,4.93,,,2.32,1.624,32,
0.46,4.51,0.33,,,2.28,1.596,29,
0.05,3.8,2.03,,,2.28,1.596,30,
0.53,4.82,1.36,,,2.28,1.596,30,
0.45,3.12,2.77,,,2.28,1.596,33,
0.62,0.96,3.58,,,2.28,1.596,39,
0.49,0.8,2.27,,,2.28,1.596,52,
0.41,3.26,1.16,,,2.25,1.575,62,
0.37,0.04,3.1,,,2.25,1.575,61,
0.37,4.67,4.99,,,2.25,1.575,59,
0.93,0.63,1.42,,,2.25,1.575,56,
0.34,4.78,1.76,,,2.25,1.575,53,
0.12,0.43,3.19,,,2.25,1.575,51,
0.73,3.28,0.15,,,2.51,1.757,50,
0.5,4.55,3.72,,,2.51,1.757,49,
0.34,3.73,0.23,,,2.51,1.757,50,
0.59,1.79,3.58,,,2.51,1.757,50,
0.38,3.52,3.84,,,2.51,1.757,52,
0.32,0.23,1.84,,,2.51,1.757,54,
0.31,2.89,3.65,,,2.44,1.708,54,
0.16,0.77,4.9,,,2.44,1.708,54,
0.09,3.7,0.66,,,2.44,1.708,52,
0.1,3.18,3.1,,,2.44,1.708,47,
0.35,0.03,1.66,,,2.44,1.708,37,
0.25,0.65,0.24,,,2.44,1.708,30,
0.84,4.19,4.98,,,2.37,1.659,29,
0.07,1.96,1.19,,,2.37,1.659,30,
0.43,4.1,3.02,,,2.37,1.659,31,
0.89,2.86,4.44,,,2.37,1.659,34,
0.6,4.21,4.05,,,2.37,1.659,39,
0.87,0.71,3.65,,,2.37,1.659,53,
0.05,0.37,0.75,,,2.3,1.61,63,
0.47,4.45,2.28,,,2.3,1.61,61,
0.95,1.21,4.75,,,2.3,1.61,60,
0.05,2.02,1.65,,,2.3,1.61,57,
0.3,3.55,4.17,,,2.3,1.61,54,
0.39,0.06,0.8,,,2.3,1.61,52,
0.19,4.15,3.87,,,2.4,1.68,50,
0.42,2.33,2.46,,,2.4,1.68,50,
0.77,3.05,1.65,,,2.4,1.68,50,
0.99,3.67,4.72,,,2.4,1.68,51,
0.24,2.41,3,,,2.4,1.68,53,
0.23,1.2,4.67,,,2.4,1.68,55,
0.31,3.8,0.9,,,2.28,1.596,55,
0.27,1.09,1.08,,,2.28,1.596,54,
0.77,1.5,2.01,,,2.28,1.596,53,
0.05,2.26,4.24,,,2.28,1.596,48,
0.12,0.71,3.89,,,2.28,1.596,38,
0.15,3.33,2.08,,,2.28,1.596,31,
0.87,2.27,4.41,,,2.21,1.547,32,
0.69,4.68,3.15,,,2.21,1.547,33,
0.3,2.81,3.4,,,2.21,1.547,34,
0.19,2.61,1.74,,,2.21,1.547,37,
0.96,4.73,1.71,,,2.21,1.547,42,
0.55,2.23,3.16,,,2.21,1.547,56,
0.42,2.5,4.43,,,2.15,1.505,67,
0.07,1.87,2.94,,,2.15,1.505,65,
0.4,4.42,0.37,,,2.15,1.505,64,
0.69,0.45,1.95,,,2.15,1.505,62,
0.7,4.34,0.89,,,2.15,1.505,59,
0.03,2.84,2.46,,,2.15,1.505,57,
0.31,3,0.55,,,2.42,1.694,55,
0.99,3.63,3.63,,,2.42,1.694,54,
0.44,0.89,1.22,,,2.42,1.694,55,
0.19,1.86,4.51,,,2.42,1.694,56,
0.5,2.63,1.55,,,2.42,1.694,58,
0.11,3.35,1.75,,,2.42,1.694,59,
0.06,2.76,3.12,,,2.26,1.582,59,
0.93,3.59,3.74,,,2.26,1.582,58,
0.49,1.35,3.36,,,2.26,1.582,56,
0.9,1.75,1.42,,,2.26,1.582,51,
0.62,3.26,4.84,,,2.26,1.582,41,
0.36,3.22,4.43,,,2.26,1.582,34,
0.87,1.67,0.2,,,2.12,1.484,35,
0.99,3.02,3.45,,,2.12,1.484,35,
0.01,2.85,1.62,,,2.12,1.484,37,
0.99,2.91,0.14,,,2.12,1.484,39,
0.5,1.03,3.42,,,2.12,1.484,45,
0.78,1.49,4.56,,,2.12,1.484,61,
0.43,0.36,0.95,,,2.06,1.442,72,
0.13,2.97,0.59,,,2.06,1.442,68,
0.1,2.3,0.16,,,2.06,1.442,67,
0.76,2.21,2.99,,,2.06,1.442,64,
0.56,0.65,0.01,,,2.06,1.442,61,
0.11,4.34,1.82,,,2.06,1.442,60,
0.61,3.57,0.29,,,2.42,1.694,58,
0.74,0.09,0.68,,,2.42,1.694,57,
0.33,2.11,1.33,,,2.42,1.694,57,
0.52,3.13,2.99,,,2.42,1.694,57,
0.68,4.49,4.26,,,2.42,1.694,60,
0.47,1.63,0.55,,,2.42,1.694,62,
0.62,4.61,4.72,,,2.25,1.575,62,
0.31,4.83,0.33,,,2.25,1.575,61,
0.34,3.83,0.33,,,2.25,1.575,60,
0.31,3.25,0.76,,,2.25,1.575,55,
0.01,2.31,1.27,,,2.25,1.575,44,
0.24,4.67,2.93,,,2.25,1.575,37,
0.33,2.88,0.42,,,2.12,1.484,38,
0.79,4.21,4.27,,,2.12,1.484,39,
0.07,2.02,2.22,,,2.12,1.484,39,
0.7,1.31,1.82,,,2.12,1.484,42,
0.82,0.11,1.9,,,2.12,1.484,49,
0.22,1.82,0.48,,,2.12,1.484,66,
0.42,0.03,0.94,,,2.06,1.442,73,
0.85,2.32,3.55,,,2.06,1.442,69,
0.92,3.92,2.22,,,2.06,1.442,68,
0.01,3.03,1.9,,,2.06,1.442,66,
0.93,3.21,1.22,,,2.06,1.442,63,
0.15,0.67,0.38,,,2.06,1.442,62,
0.17,4.69,0.3,,,2.39,1.673,60,
0.26,3.84,1.78,,,2.39,1.673,59,
0.17,0.32,2.3,,,2.39,1.673,60,
0.89,0.67,4.9,,,2.39,1.673,61,
0.11,0.78,1,,,2.39,1.673,63,
0.21,2.52,0.77,,,2.39,1.673,66,
0.57,4.74,0.09,,,2.22,1.554,66,
0.76,2.8,4.08,,,2.22,1.554,65,
0.48,2.04,2.39,,,2.22,1.554,63,
0.8,4.36,3.29,,,2.22,1.554,58,
0.21,1.61,0.62,,,2.22,1.554,47,
0.16,2.04,2.61,,,2.22,1.554,40,
0.41,3.61,3.35,,,2.09,1.463,40,
0.46,1.71,2.84,,,2.09,1.463,41,
0.35,0.15,2.29,,,2.09,1.463,42,
0.37,1.23,4.57,,,2.09,1.463,45,
0.5,0.62,3.67,,,2.09,1.463,50,
0.93,4.37,2.11,,,2.09,1.463,66,
0.59,3.99,0.43,,,2.03,1.421,79,
0.75,3.53,2.72,,,2.03,1.421,76,
0.58,4.5,2.67,,,2.03,1.421,75,
0.64,0.98,3.47,,,2.03,1.421,73,
0.9,0.23,0.42,,,2.03,1.421,70,
0.14,1.32,2.06,,,2.03,1.421,67,
0.84,0.6,4.77,,,2.4,1.68,65,
0.58,4.05,1.96,,,2.4,1.68,64,
0.68,1.45,0.99,,,2.4,1.68,65,
0.15,4.59,2.84,,,2.4,1.68,65,
0.37,2.2,3.69,,,2.4,1.68,68,
0.02,4.48,4.33,,,2.4,1.68,70,
0.35,2.45,3.4,,,2.21,1.547,70,
0.71,3.08,0.54,,,2.21,1.547,69,
0.02,2.1,3.19,,,2.21,1.547,66,
0.85,2.76,3.42,,,2.21,1.547,60,
0.22,1.95,3.58,,,2.21,1.547,50,
0.53,4.91,3.68,,,2.21,1.547,42,
0.65,2.04,4.53,,,2.07,1.449,42,
0.92,1.34,1.76,,,2.07,1.449,43,
0.86,4.94,0.34,,,2.07,1.449,44,
0.27,3.96,0.28,,,2.07,1.449,47,
0.74,3.14,1.96,,,2.07,1.449,52,
0.99,0.99,4.32,,,2.07,1.449,68,
0.76,4.26,4.86,,,2.02,1.414,81,
0.55,0.22,0.32,,,2.02,1.414,78,
0.41,3.49,1.65,,,2.02,1.414,79,
0.43,3.69,0.12,,,2.02,1.414,75,
0.93,4.14,4.53,,,2.02,1.414,72,
0.6,0.44,0.27,,,2.02,1.414,69,
0.42,3.01,4.56,,,2.34,1.638,68,
0.27,0.52,2.14,,,2.34,1.638,66,
0.86,0.56,3.86,,,2.34,1.638,67,
0.69,0.88,1.91,,,2.34,1.638,68,
0.71,1.05,4.47,,,2.34,1.638,70,
0.16,1.82,1.61,,,2.34,1.638,71,
0.91,4.8,0.98,,,2.18,1.526,71,
0.03,0.7,4.4,,,2.18,1.526,70,
0.18,0.62,0.32,,,2.18,1.526,67,
0.77,1.88,1.67,,,2.18,1.526,61,
0.03,4.88,1.85,,,2.18,1.526,51,
0.59,3.54,4.83,,,2.18,1.526,44,
0.85,3.9,3.28,,,2.06,1.442,43,
0.37,1.5,1.93,,,2.06,1.442,44,
0.45,4.81,2.58,,,2.06,1.442,45,
0.74,0.93,0.22,,,2.06,1.442,48,
0.02,4.88,3.24,,,2.06,1.442,53,
0.43,4.76,1.92,,,2.06,1.442,69,
0.17,0.03,2.42,,,2.01,1.407,82,
0.5,4.88,4.58,,,2.01,1.407,80,
0.53,4.26,3.08,,,2.01,1.407,80,
0.38,3.21,4.78,,,2.01,1.407,77,
0.6,2.84,1.88,,,2.01,1.407,73,
0.13,3.39,1.21,,,2.01,1.407,71,
0.81,0.04,4.91,,,2.33,1.631,69,
0.77,4.61,0.16,,,2.33,1.631,68,
0.73,1.49,1,,,2.33,1.631,68,
0.47,2.37,0.48,,,2.33,1.631,69,
0.75,2.95,1.59,,,2.33,1.631,71,
0.3,1,4.95,,,2.33,1.631,73,
0.37,2.25,4.79,,,2.17,1.519,72,
0.27,2.91,0.41,,,2.17,1.519,71,
0.82,3.05,4.07,,,2.17,1.519,69,
0.24,4.18,2.18,,,2.17,1.519,62,
0.16,3.42,2.28,,,2.17,1.519,52,
0.54,0.39,4.32,,,2.17,1.519,45,
0.91,3.37,2.97,,,2.08,1.456,42,
0.73,0.41,4.56,,,2.08,1.456,43,
0.42,2.62,1.24,,,2.08,1.456,44,
0.4,2.88,1.13,,,2.08,1.456,47,
0.41,1.45,1.51,,,2.08,1.456,53,
0.2,0.68,0.62,,,2.08,1.456,68,
0.24,1.99,0.53,,,2.06,1.442,81,
0.37,3.6,4.15,,,2.06,1.442,78,
0.55,4.3,0.95,,,2.06,1.442,79,
0.05,3.53,3.48,,,2.06,1.442,76,
0.07,2.8,2.59,,,2.06,1.442,72,
0.34,2.59,4.39,,,2.06,1.442,70,
0.86,3.18,1.05,,,2.35,1.645,68,
0.44,3.81,2.14,,,2.35,1.645,67,
0.77,3.07,4.09,,,2.35,1.645,67,
0.44,1.78,4.31,,,2.35,1.645,68,
0.35,3.21,0.03,,,2.35,1.645,70,
0.4,2.03,1.46,,,2.35,1.645,72,
0.49,0.86,2.06,,,2.24,1.568,71,
0.17,4.42,2.44,,,2.24,1.568,70,
0.13,2.17,4.39,,,2.24,1.568,67,
0.25,0,2.29,,,2.24,1.568,61,
0.82,3.76,4.48,,,2.24,1.568,51,
0.93,1.94,1.47,,,2.24,1.568,44,
0.7,0.72,4.39,,,2.16,1.512,41,
0.38,1.3,3.04,,,2.16,1.512,42,
0.17,0.89,4.71,,,2.16,1.512,43,
0.57,0.61,3.6,,,2.16,1.512,46,
0.96,2.96,4.72,,,2.16,1.512,51,
0.95,1.3,4.43,,,2.16,1.512,66,
0.54,3.31,2.65,,,2.16,1.512,80,
0.09,3.22,1.83,,,2.16,1.512,77,
0.94,4.76,0.18,,,2.16,1.512,77,
0.81,1.28,1.11,,,2.16,1.512,74,
0.65,2.88,4.08,,,2.16,1.512,71,
0.44,3.57,4.19,,,2.16,1.512,69,
0.7,2.43,3.89,,,2.25,1.575,67,
0.18,1.79,1.06,,,2.25,1.575,66,
0.51,0.49,4.09,,,2.25,1.575,67,
0.64,4.88,4.21,,,2.25,1.575,67,
0.46,3.75,4.33,,,2.25,1.575,69,
0.72,0.01,1.84,,,2.25,1.575,70,
0.75,3.1,3.16,,,2.15,1.505,70,
0.1,3.85,3.47,,,2.15,1.505,69,
0.28,3.97,4.63,,,2.15,1.505,66,
0.97,3.61,4.46,,,2.15,1.505,60,
0.39,4.91,0.33,,,2.15,1.505,50,
0.63,1.75,3.37,,,2.15,1.505,43,
0.63,1.62,0.29,,,2.08,1.456,44,
